EmployeeID,Age,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition
1066,40,Research & Development,Sales Executive,Technical Degree,8417,2,0,1,2,3,Yes,Rarely,16,1,3,Yes
1067,27,Sales,Software Engineer,Technical Degree,14382,2,0,3,2,2,Yes,Travel_Rarely,9,1,4,Yes
1068,54,Human Resources,Laboratory Technician,Finance,16525,1,1,3,4,1,Yes,Rarely,22,0,6,Yes
1069,27,Human Resources,Laboratory Technician,Marketing,3759,4,2,4,3,1,Yes,Frequently,11,3,0,Yes
1070,53,Human Resources,Accountant,Finance,9352,16,13,4,1,2,Yes,Rarely,2,8,6,Yes
1071,56,Finance,Software Engineer,Medical,4277,6,6,1,2,4,Yes,Rarely,18,8,2,Yes
1072,45,Human Resources,Software Engineer,Life Sciences,3825,21,10,4,4,3,No,Frequently,11,2,0,No
1073,59,Finance,Research Scientist,Marketing,11851,21,4,3,4,4,No,Travel_Rarely,2,0,0,No
1074,37,Finance,Software Engineer,Marketing,13472,8,0,4,1,1,Yes,Travel_Rarely,13,4,1,No
1075,42,Human Resources,Human Resources,Human Resources,7816,9,5,4,3,1,Yes,Rarely,13,0,3,No
1076,29,Human Resources,Sales Executive,Life Sciences,14285,0,0,1,1,3,Yes,Frequently,11,9,0,Yes
1077,46,Finance,Software Engineer,Human Resources,15822,21,3,3,1,2,Yes,Travel_Rarely,14,6,0,Yes
1078,25,IT,Sales Executive,Marketing,9920,1,1,4,3,1,No,Travel_Rarely,20,5,2,No
1079,44,Human Resources,Manager,Medical,15495,19,15,3,2,1,Yes,Frequently,11,7,0,Yes
1080,50,Human Resources,Research Scientist,Life Sciences,2691,26,6,4,3,4,No,Rarely,27,6,6,No
1081,47,Sales,Accountant,Technical Degree,12971,8,8,2,1,1,Yes,Rarely,23,6,3,Yes
1082,46,Finance,Human Resources,Marketing,5211,11,0,2,1,3,Yes,Rarely,29,1,3,No
1083,48,IT,Laboratory Technician,Life Sciences,4178,7,6,1,4,2,No,Rarely,12,4,0,No
1084,44,IT,Software Engineer,Finance,14731,15,13,3,1,1,Yes,Rarely,23,4,4,Yes
1085,52,Finance,Software Engineer,Marketing,4264,15,9,3,2,1,Yes,Rarely,13,8,2,No
1086,56,IT,Accountant,Technical Degree,16882,6,6,2,4,3,Yes,Frequently,30,6,4,No
1087,43,Sales,Human Resources,Human Resources,2891,16,3,3,1,2,No,Rarely,17,9,3,No
1088,48,Research & Development,Laboratory Technician,Marketing,9395,7,6,4,2,1,Yes,Rarely,17,1,3,Yes
1089,37,Human Resources,Accountant,Life Sciences,7764,15,2,4,4,4,No,Travel_Rarely,6,5,4,No
1090,50,Research & Development,Laboratory Technician,Human Resources,7212,3,1,3,4,4,Yes,Rarely,12,6,0,No
1091,36,Sales,Research Scientist,Marketing,15372,6,1,4,4,4,No,Travel_Rarely,25,6,1,No
1092,36,Human Resources,Human Resources,Life Sciences,2723,5,1,4,3,4,Yes,Rarely,3,1,5,Yes
1093,26,Human Resources,Human Resources,Medical,10901,0,0,4,2,2,No,Rarely,20,5,6,Yes
1094,31,Sales,Sales Executive,Life Sciences,9339,8,4,4,2,3,No,Rarely,20,4,6,No
1095,30,Research & Development,Software Engineer,Marketing,5885,5,5,2,4,4,No,Travel_Rarely,27,3,2,Yes
1096,35,Research & Development,Software Engineer,Human Resources,6634,4,1,2,3,2,Yes,Frequently,8,0,6,Yes
1097,55,Finance,Sales Executive,Finance,12981,6,1,1,2,2,No,Frequently,23,7,6,No
1098,46,Finance,Manager,Medical,13440,2,2,2,4,2,Yes,Rarely,17,0,2,No
1099,31,IT,Laboratory Technician,Medical,16678,3,3,2,1,4,No,Frequently,27,0,3,No
1100,44,Human Resources,Accountant,Technical Degree,8291,9,5,2,3,1,No,Frequently,30,1,3,Yes
1101,58,Finance,Sales Executive,Technical Degree,14507,7,5,4,1,4,No,Frequently,19,2,1,No
1102,40,Human Resources,Accountant,Human Resources,13042,5,1,4,4,3,No,Travel_Rarely,7,0,0,No
1103,33,Sales,Manager,Human Resources,12464,9,6,2,3,1,Yes,Frequently,17,3,4,No
1104,58,Human Resources,Human Resources,Human Resources,12343,23,6,1,3,3,No,Frequently,10,0,4,No
1105,51,IT,Research Scientist,Technical Degree,4874,0,0,3,2,4,Yes,Frequently,11,8,3,Yes
1106,56,Research & Development,Accountant,Human Resources,7042,3,3,4,1,1,No,Frequently,23,2,1,No
1107,58,IT,Software Engineer,Finance,14698,23,15,1,4,2,Yes,Rarely,7,1,6,No
1108,36,IT,Accountant,Human Resources,5884,10,1,3,4,3,No,Rarely,29,1,4,No
1109,37,Human Resources,Human Resources,Medical,12138,12,4,1,1,4,Yes,Frequently,28,2,6,Yes
1110,59,Finance,Sales Executive,Human Resources,10571,12,4,2,1,2,Yes,Travel_Rarely,11,7,5,No
1111,47,Finance,Laboratory Technician,Finance,16394,24,6,3,2,3,No,Travel_Rarely,29,6,1,Yes
1112,40,Research & Development,Accountant,Finance,13063,5,0,1,1,1,Yes,Travel_Rarely,28,6,0,No
1113,46,Research & Development,Software Engineer,Human Resources,6308,0,0,3,2,2,Yes,Frequently,10,0,0,Yes
1114,34,IT,Human Resources,Medical,13608,3,0,4,3,2,No,Rarely,9,0,6,No
1115,50,Human Resources,Laboratory Technician,Finance,5479,4,1,1,1,2,No,Frequently,29,8,1,No
1116,43,Human Resources,Sales Executive,Human Resources,14664,3,3,2,4,1,Yes,Travel_Rarely,13,5,4,Yes
1117,46,Research & Development,Accountant,Marketing,3165,22,6,4,1,2,No,Rarely,24,3,0,No
1118,42,Sales,Sales Executive,Marketing,3569,15,13,4,4,4,No,Rarely,29,7,2,No
1119,46,Research & Development,Manager,Marketing,13014,0,0,2,3,2,No,Travel_Rarely,28,9,1,No
1120,43,Finance,Manager,Medical,13297,16,10,1,1,1,No,Travel_Rarely,26,8,5,No
1121,45,Finance,Research Scientist,Technical Degree,10502,14,2,3,1,2,Yes,Travel_Rarely,3,0,0,No
1122,42,Human Resources,Accountant,Marketing,2556,19,15,3,1,1,No,Rarely,2,9,1,No
1123,27,Research & Development,Research Scientist,Finance,17191,3,2,3,3,3,Yes,Rarely,26,8,4,Yes
1124,58,Finance,Software Engineer,Life Sciences,10825,0,0,2,2,2,No,Rarely,9,7,0,Yes
1125,36,Finance,Accountant,Human Resources,9501,7,2,4,4,2,No,Travel_Rarely,29,5,5,No
1126,56,IT,Research Scientist,Technical Degree,11821,0,0,4,2,4,No,Travel_Rarely,26,5,2,No
1127,33,Finance,Manager,Medical,5741,1,0,3,3,4,No,Rarely,20,0,4,No
1128,39,Sales,Human Resources,Medical,14188,8,6,1,1,2,No,Travel_Rarely,28,1,5,No
1129,36,Human Resources,Manager,Life Sciences,12486,10,5,3,4,3,No,Rarely,11,3,3,No
1130,31,Human Resources,Sales Executive,Life Sciences,16233,8,1,2,3,3,No,Travel_Rarely,18,1,3,Yes
1131,45,IT,Accountant,Human Resources,11205,7,3,2,3,2,No,Frequently,7,5,5,Yes
1132,26,IT,Sales Executive,Finance,11780,1,1,1,3,2,Yes,Frequently,21,3,4,Yes
1133,44,Sales,Software Engineer,Life Sciences,4696,3,2,4,2,4,No,Travel_Rarely,18,0,5,No
1134,54,IT,Accountant,Technical Degree,14555,13,3,1,3,4,Yes,Frequently,28,6,4,Yes
1135,37,Finance,Human Resources,Marketing,10459,12,7,2,2,2,No,Frequently,16,5,5,No
1136,22,Human Resources,Laboratory Technician,Finance,14260,0,0,3,3,3,Yes,Rarely,11,4,0,No
1137,60,Human Resources,Software Engineer,Finance,16877,27,12,3,3,4,No,Rarely,10,9,5,No
1138,33,Research & Development,Human Resources,Marketing,9074,9,9,4,2,3,Yes,Travel_Rarely,1,7,4,No
1139,23,IT,Sales Executive,Life Sciences,17684,1,1,3,3,4,No,Frequently,27,8,5,Yes
1140,55,Sales,Accountant,Medical,2609,16,0,1,4,1,No,Frequently,19,3,3,No
1141,25,Human Resources,Accountant,Finance,15692,0,0,4,2,2,No,Rarely,12,9,2,Yes
1142,60,Research & Development,Human Resources,Technical Degree,16524,5,2,4,2,3,Yes,Travel_Rarely,7,4,0,No
1143,58,Research & Development,Laboratory Technician,Medical,2986,18,5,1,1,1,Yes,Frequently,26,5,5,Yes
1144,29,Sales,Laboratory Technician,Human Resources,11648,4,0,2,2,3,Yes,Rarely,20,1,2,No
1145,31,Research & Development,Accountant,Technical Degree,17755,7,3,1,4,1,No,Frequently,25,1,4,Yes
1146,45,Finance,Software Engineer,Human Resources,9349,15,0,2,3,1,Yes,Rarely,28,2,0,No
1147,60,Human Resources,Sales Executive,Life Sciences,10304,9,0,2,1,1,No,Rarely,28,2,0,Yes
1148,26,Finance,Manager,Finance,16428,1,1,4,1,3,No,Frequently,7,7,6,No
1149,46,IT,Research Scientist,Finance,5534,8,5,3,2,3,No,Travel_Rarely,9,0,0,No
1150,27,Human Resources,Research Scientist,Marketing,10472,1,0,2,1,2,No,Rarely,14,3,3,No
1151,36,Finance,Manager,Finance,12235,9,3,4,1,4,No,Travel_Rarely,4,5,3,No
1152,37,Sales,Human Resources,Human Resources,3318,7,5,2,1,1,No,Frequently,18,9,1,No
1153,60,Human Resources,Laboratory Technician,Life Sciences,4501,0,0,3,1,1,No,Frequently,15,3,3,Yes
1154,41,IT,Manager,Finance,13901,8,1,4,2,4,No,Travel_Rarely,1,1,6,No
1155,31,IT,Accountant,Marketing,14457,3,0,1,1,1,Yes,Travel_Rarely,16,0,3,No
1156,52,Research & Development,Laboratory Technician,Life Sciences,16346,15,12,3,1,1,Yes,Travel_Rarely,2,9,2,No
1157,52,Sales,Manager,Life Sciences,4116,14,8,2,4,1,Yes,Travel_Rarely,13,1,4,No
1158,27,Human Resources,Research Scientist,Medical,10209,0,0,3,4,4,No,Frequently,9,1,4,Yes
1159,22,IT,Sales Executive,Finance,5703,0,0,4,2,2,Yes,Travel_Rarely,25,2,0,No
1160,43,Research & Development,Human Resources,Life Sciences,9882,11,9,2,3,2,Yes,Travel_Rarely,30,5,5,Yes
1161,23,IT,Research Scientist,Finance,2849,1,1,2,4,4,No,Travel_Rarely,1,4,1,Yes
1162,34,Research & Development,Sales Executive,Marketing,10194,4,3,4,2,2,Yes,Frequently,5,1,2,No
1163,59,Sales,Software Engineer,Technical Degree,11854,20,10,4,4,1,No,Frequently,18,8,1,No
1164,31,Human Resources,Laboratory Technician,Marketing,12069,9,8,2,3,3,Yes,Rarely,10,6,3,No
1165,27,Finance,Manager,Marketing,13447,1,0,4,3,1,No,Rarely,19,2,0,No
1166,27,Human Resources,Research Scientist,Technical Degree,16642,4,2,4,2,1,No,Rarely,8,6,1,No
1167,43,Research & Development,Human Resources,Finance,5916,18,14,2,2,1,No,Rarely,4,6,6,No
1168,34,Research & Development,Human Resources,Human Resources,15516,1,1,4,1,4,No,Rarely,13,2,0,No
1169,34,Finance,Software Engineer,Life Sciences,5346,4,1,4,3,1,No,Rarely,16,1,5,Yes
1170,53,IT,Software Engineer,Life Sciences,5497,7,1,4,1,1,No,Frequently,1,8,1,No
1171,25,Research & Development,Software Engineer,Finance,12582,1,1,3,3,2,Yes,Rarely,6,0,2,Yes
1172,23,Research & Development,Software Engineer,Human Resources,12046,0,0,1,3,1,No,Frequently,18,3,6,Yes
1173,35,Finance,Manager,Finance,4965,0,0,2,3,2,No,Frequently,8,9,1,No
1174,39,Sales,Human Resources,Technical Degree,12129,7,3,4,3,3,Yes,Rarely,3,5,0,No
1175,57,Finance,Sales Executive,Finance,17748,13,2,1,2,2,No,Frequently,21,4,2,Yes
1176,41,Sales,Software Engineer,Human Resources,4838,14,13,3,4,4,Yes,Frequently,4,7,5,No
1177,51,Human Resources,Sales Executive,Finance,5487,15,15,3,1,4,No,Frequently,20,3,2,No
1178,34,IT,Sales Executive,Medical,9024,8,3,4,1,1,No,Travel_Rarely,16,9,5,No
1179,34,Finance,Sales Executive,Life Sciences,9194,11,9,3,4,3,No,Frequently,17,9,3,No
1180,23,Finance,Software Engineer,Life Sciences,6349,1,1,1,2,1,Yes,Rarely,1,3,6,Yes
1181,53,IT,Research Scientist,Life Sciences,7140,16,7,2,2,1,No,Frequently,30,1,0,No
1182,53,Human Resources,Manager,Life Sciences,10734,7,3,3,1,4,No,Rarely,20,4,0,No
1183,54,Human Resources,Accountant,Life Sciences,4321,26,11,3,2,3,Yes,Frequently,28,6,5,Yes
1184,51,IT,Manager,Human Resources,14500,12,6,3,4,2,Yes,Travel_Rarely,14,5,5,Yes
1185,32,Sales,Sales Executive,Finance,8800,8,3,2,4,1,Yes,Frequently,19,1,5,Yes
1186,41,IT,Sales Executive,Finance,2532,7,0,2,1,2,Yes,Travel_Rarely,25,6,4,Yes
1187,46,Research & Development,Software Engineer,Life Sciences,4043,15,5,4,1,4,Yes,Frequently,29,0,5,Yes
1188,24,Research & Development,Accountant,Life Sciences,7721,1,1,4,2,3,Yes,Rarely,9,1,2,Yes
1189,31,IT,Research Scientist,Technical Degree,6644,6,6,1,3,1,Yes,Rarely,27,0,4,Yes
1190,28,Finance,Laboratory Technician,Human Resources,4630,0,0,4,1,3,Yes,Travel_Rarely,3,4,6,Yes
1191,33,Human Resources,Accountant,Human Resources,5729,3,0,3,1,2,Yes,Rarely,9,6,1,Yes
1192,23,Sales,Sales Executive,Technical Degree,9690,0,0,3,1,4,No,Rarely,9,2,3,Yes
1193,38,Human Resources,Human Resources,Medical,6121,3,0,2,3,3,Yes,Frequently,9,7,6,No
1194,36,Sales,Research Scientist,Human Resources,16750,11,3,1,4,4,Yes,Travel_Rarely,19,8,1,Yes
1195,57,Research & Development,Sales Executive,Life Sciences,6743,29,8,1,4,3,No,Rarely,12,1,5,Yes
1196,58,Sales,Software Engineer,Finance,16386,19,8,4,1,1,No,Frequently,11,8,5,No
1197,46,Finance,Software Engineer,Medical,10022,19,15,1,2,1,Yes,Rarely,17,8,2,No
1198,29,IT,Manager,Medical,15624,4,0,3,3,3,No,Rarely,9,5,5,No
1199,37,Sales,Human Resources,Technical Degree,10980,1,1,2,1,2,Yes,Travel_Rarely,26,8,6,Yes
1200,47,Sales,Software Engineer,Technical Degree,5490,11,7,3,3,3,No,Frequently,19,7,1,Yes
1201,23,Research & Development,Research Scientist,Life Sciences,3806,1,0,3,1,4,Yes,Travel_Rarely,28,6,3,Yes
1202,35,IT,Human Resources,Finance,2872,9,0,4,4,3,Yes,Frequently,1,0,1,No
1203,38,Human Resources,Sales Executive,Medical,17962,14,12,4,2,4,Yes,Rarely,19,7,4,No
1204,45,Finance,Manager,Finance,2510,21,14,2,1,3,Yes,Rarely,28,8,3,No
1205,49,Sales,Software Engineer,Medical,9220,16,14,4,2,3,No,Frequently,5,1,6,No
1206,59,Human Resources,Human Resources,Life Sciences,7338,16,5,4,4,1,No,Rarely,14,6,1,No
1207,41,IT,Research Scientist,Technical Degree,5906,6,1,1,2,2,Yes,Rarely,16,6,3,Yes
1208,51,Sales,Research Scientist,Human Resources,7144,22,2,2,3,3,No,Travel_Rarely,21,3,4,Yes
1209,33,Research & Development,Software Engineer,Life Sciences,17671,8,6,2,1,4,No,Rarely,23,7,3,Yes
1210,43,Sales,Research Scientist,Technical Degree,16731,18,9,2,2,1,No,Rarely,16,5,0,No
1211,39,Sales,Manager,Technical Degree,11530,17,9,4,2,2,No,Rarely,7,6,5,Yes
1212,30,IT,Manager,Marketing,16610,6,0,1,2,3,Yes,Frequently,3,0,4,Yes
1213,52,Research & Development,Software Engineer,Medical,2679,1,1,1,3,3,No,Frequently,24,5,5,Yes
1214,42,Sales,Software Engineer,Medical,2852,19,2,1,4,3,Yes,Frequently,21,5,1,Yes
1215,36,Finance,Manager,Marketing,13329,2,2,2,3,2,No,Rarely,20,8,4,Yes
1216,41,Human Resources,Human Resources,Human Resources,3365,5,1,2,4,1,Yes,Travel_Rarely,23,2,0,No
1217,53,IT,Human Resources,Technical Degree,12350,20,7,3,2,2,Yes,Rarely,28,9,4,No
1218,34,Finance,Accountant,Technical Degree,13038,11,2,3,1,3,Yes,Travel_Rarely,26,2,1,No
1219,49,Human Resources,Sales Executive,Medical,14001,23,1,4,4,2,No,Travel_Rarely,29,0,3,Yes
1220,50,Finance,Human Resources,Medical,7303,9,8,3,3,3,Yes,Travel_Rarely,2,8,0,No
1221,27,Sales,Manager,Technical Degree,15581,2,2,1,2,2,Yes,Rarely,1,6,2,Yes
1222,25,IT,Sales Executive,Technical Degree,15596,0,0,3,3,4,No,Travel_Rarely,6,1,2,No
1223,47,Sales,Manager,Life Sciences,15146,9,5,2,1,1,No,Rarely,19,4,6,No
1224,52,Sales,Software Engineer,Medical,7818,18,14,4,2,3,No,Rarely,24,1,0,No
1225,44,Research & Development,Software Engineer,Technical Degree,10227,12,7,2,2,1,Yes,Rarely,4,4,0,No
1226,38,Research & Development,Software Engineer,Finance,12983,6,2,3,1,3,No,Travel_Rarely,14,9,5,No
1227,49,Finance,Manager,Technical Degree,16032,8,3,1,2,4,Yes,Travel_Rarely,18,0,4,Yes
1228,60,Human Resources,Software Engineer,Finance,14911,9,8,3,3,4,No,Travel_Rarely,28,8,2,Yes
1229,35,Sales,Manager,Life Sciences,11133,8,1,4,2,4,No,Travel_Rarely,16,6,3,No
1230,45,Human Resources,Software Engineer,Life Sciences,4190,4,2,3,3,3,Yes,Travel_Rarely,26,0,3,No
1231,50,Human Resources,Software Engineer,Finance,10428,0,0,3,2,2,Yes,Travel_Rarely,22,9,2,Yes
1232,38,Sales,Sales Executive,Technical Degree,6247,14,9,4,1,1,No,Frequently,9,5,0,No
1233,27,Human Resources,Laboratory Technician,Human Resources,6800,5,5,1,3,3,Yes,Travel_Rarely,18,3,5,No
1234,26,IT,Software Engineer,Marketing,7037,3,3,2,4,3,Yes,Rarely,10,9,1,Yes
1235,38,Sales,Software Engineer,Human Resources,17761,12,0,1,3,1,No,Travel_Rarely,6,8,1,No
1236,34,Research & Development,Accountant,Marketing,17823,0,0,1,3,1,Yes,Frequently,30,8,0,No
1237,29,IT,Software Engineer,Life Sciences,2932,6,0,4,1,4,No,Frequently,6,8,0,Yes
1238,46,Human Resources,Manager,Human Resources,2756,9,9,3,1,3,No,Travel_Rarely,28,1,1,No
1239,30,Finance,Software Engineer,Human Resources,4475,0,0,4,2,4,No,Frequently,29,0,0,Yes
1240,33,Sales,Research Scientist,Life Sciences,8063,3,1,3,3,1,No,Rarely,18,3,0,No
1241,58,Research & Development,Laboratory Technician,Medical,2545,9,0,4,3,3,Yes,Rarely,20,5,4,Yes
1242,37,Research & Development,Manager,Human Resources,15525,0,0,4,4,1,Yes,Rarely,22,0,5,No
1243,46,Sales,Laboratory Technician,Human Resources,16287,14,13,3,3,2,No,Travel_Rarely,10,9,6,No
1244,48,Finance,Laboratory Technician,Finance,12751,13,8,3,1,3,No,Frequently,21,4,1,No
1245,37,Human Resources,Research Scientist,Medical,15434,3,2,4,3,1,Yes,Rarely,11,3,3,No
1246,38,IT,Software Engineer,Human Resources,15280,10,2,1,2,2,No,Frequently,21,2,2,Yes
1247,58,Human Resources,Manager,Marketing,17649,16,2,4,4,4,No,Frequently,21,9,0,No
1248,57,Human Resources,Research Scientist,Technical Degree,6742,25,0,1,2,2,No,Rarely,23,9,6,Yes
1249,49,Human Resources,Accountant,Marketing,4996,11,3,3,1,2,Yes,Rarely,17,7,5,Yes
1250,42,Research & Development,Human Resources,Human Resources,16768,8,1,2,4,4,Yes,Travel_Rarely,11,9,4,Yes
1251,38,Research & Development,Accountant,Medical,4522,2,1,4,1,3,Yes,Rarely,7,8,2,Yes
1252,43,Human Resources,Human Resources,Marketing,8469,1,1,2,3,3,Yes,Frequently,1,0,5,Yes
1253,28,Research & Development,Human Resources,Marketing,17731,6,4,4,2,2,Yes,Travel_Rarely,15,4,2,No
1254,37,Research & Development,Laboratory Technician,Medical,8468,10,9,2,3,1,No,Travel_Rarely,9,1,0,No
1255,52,Sales,Sales Executive,Medical,8399,22,5,2,2,1,No,Frequently,11,3,2,No
1256,57,Human Resources,Research Scientist,Human Resources,8390,25,7,3,1,1,Yes,Travel_Rarely,7,9,3,No
1257,33,Human Resources,Software Engineer,Marketing,12996,4,2,1,4,2,No,Frequently,11,3,2,No
1258,53,IT,Software Engineer,Finance,3277,7,6,1,4,2,Yes,Travel_Rarely,28,4,3,No
1259,25,Finance,Laboratory Technician,Technical Degree,15378,0,0,4,3,2,Yes,Travel_Rarely,15,9,6,No
1260,39,Research & Development,Software Engineer,Life Sciences,4676,2,0,2,3,3,Yes,Frequently,12,0,2,Yes
1261,24,Research & Development,Manager,Marketing,10472,2,0,1,1,4,No,Rarely,29,9,1,Yes
1262,25,Research & Development,Human Resources,Medical,17076,1,1,3,1,2,Yes,Frequently,16,2,6,Yes
1263,42,IT,Accountant,Finance,9900,3,0,1,3,3,No,Travel_Rarely,21,9,0,No
1264,56,IT,Manager,Marketing,8937,23,10,1,1,3,Yes,Frequently,23,2,0,Yes
1265,40,IT,Sales Executive,Medical,6257,16,5,2,1,1,No,Frequently,27,0,4,No
1266,59,Finance,Laboratory Technician,Life Sciences,12111,22,2,2,3,1,No,Frequently,1,4,5,Yes
1267,52,Human Resources,Laboratory Technician,Life Sciences,6675,30,8,4,2,1,No,Travel_Rarely,13,3,1,Yes
1268,45,Finance,Software Engineer,Marketing,8717,8,2,3,2,4,No,Frequently,2,0,3,Yes
1269,40,Finance,Software Engineer,Human Resources,3098,12,12,1,2,1,No,Rarely,24,4,2,Yes
1270,28,Research & Development,Research Scientist,Human Resources,5250,5,4,1,3,2,No,Frequently,28,1,4,No
1271,28,Sales,Human Resources,Life Sciences,17956,4,0,4,1,4,No,Rarely,15,3,3,No
1272,55,Human Resources,Manager,Technical Degree,5512,0,0,1,1,2,Yes,Travel_Rarely,2,9,1,Yes
1273,22,Research & Development,Research Scientist,Marketing,5319,0,0,3,2,4,Yes,Frequently,26,0,0,Yes
1274,29,Sales,Accountant,Marketing,12503,7,4,1,3,4,No,Travel_Rarely,26,6,1,No
1275,52,Finance,Research Scientist,Medical,4023,9,0,2,1,3,Yes,Rarely,28,2,1,Yes
1276,30,Finance,Sales Executive,Medical,8749,2,1,2,1,3,No,Frequently,2,0,1,Yes
1277,45,Research & Development,Sales Executive,Technical Degree,14220,12,1,3,4,3,Yes,Frequently,21,2,0,No
1278,43,Sales,Human Resources,Technical Degree,17038,0,0,4,4,4,No,Travel_Rarely,21,6,3,No
1279,29,Human Resources,Software Engineer,Life Sciences,11501,4,0,1,1,1,No,Travel_Rarely,2,2,5,Yes
1280,41,IT,Sales Executive,Human Resources,6061,8,5,1,4,1,No,Rarely,6,3,5,Yes
1281,41,Human Resources,Manager,Medical,15174,18,1,2,4,4,Yes,Frequently,8,0,6,Yes
1282,58,Human Resources,Manager,Marketing,13232,24,0,3,1,4,No,Rarely,22,9,5,No
1283,56,Sales,Human Resources,Medical,15848,6,0,3,3,1,Yes,Travel_Rarely,12,7,0,No
1284,59,IT,Accountant,Marketing,13439,21,1,3,4,4,Yes,Travel_Rarely,24,0,1,No
1285,37,Human Resources,Laboratory Technician,Human Resources,4739,15,13,4,3,4,No,Rarely,29,3,0,No
1286,40,Research & Development,Sales Executive,Marketing,5208,8,8,1,3,1,Yes,Travel_Rarely,12,8,4,Yes
1287,29,Finance,Manager,Life Sciences,10899,1,0,3,1,1,No,Rarely,12,5,0,Yes
1288,26,IT,Research Scientist,Human Resources,11134,1,0,2,1,3,Yes,Travel_Rarely,22,7,2,Yes
1289,46,IT,Accountant,Technical Degree,13245,4,2,2,2,1,Yes,Frequently,1,1,4,No
1290,60,Sales,Accountant,Technical Degree,15571,30,15,3,2,1,Yes,Rarely,7,4,6,Yes
1291,46,Human Resources,Research Scientist,Human Resources,5731,5,5,3,4,4,No,Travel_Rarely,29,0,4,No
1292,48,Human Resources,Research Scientist,Finance,17180,12,7,4,1,4,No,Rarely,9,2,2,No
1293,54,Research & Development,Research Scientist,Medical,15164,21,1,4,4,1,Yes,Travel_Rarely,9,1,1,Yes
1294,50,Research & Development,Research Scientist,Finance,8682,26,3,1,1,4,Yes,Frequently,2,2,4,No
1295,35,Sales,Sales Executive,Technical Degree,17670,6,6,2,2,1,Yes,Frequently,29,6,2,Yes
1296,31,Sales,Sales Executive,Life Sciences,5020,8,1,3,4,1,Yes,Frequently,29,5,0,No
1297,44,Sales,Sales Executive,Life Sciences,17721,3,0,1,4,2,No,Travel_Rarely,24,1,4,No
1298,43,Sales,Human Resources,Medical,13934,12,7,3,1,1,Yes,Travel_Rarely,12,3,4,Yes
1299,34,Human Resources,Sales Executive,Finance,4642,12,8,3,2,3,Yes,Rarely,23,7,6,No
1300,26,IT,Laboratory Technician,Human Resources,8712,0,0,2,1,2,No,Rarely,25,2,4,Yes
1301,23,IT,Research Scientist,Human Resources,10957,1,0,3,1,1,Yes,Rarely,13,7,2,No
1302,39,IT,Research Scientist,Medical,11579,3,1,2,3,1,Yes,Frequently,29,4,4,No
1303,22,IT,Sales Executive,Human Resources,11674,0,0,4,3,3,Yes,Rarely,7,3,2,No
1304,36,Finance,Laboratory Technician,Finance,9899,2,0,2,3,2,Yes,Frequently,11,0,3,No
1305,59,Research & Development,Accountant,Technical Degree,4331,0,0,1,2,4,No,Frequently,25,2,2,Yes
1306,57,Research & Development,Manager,Life Sciences,10478,14,0,1,3,3,Yes,Frequently,13,9,3,No
1307,54,IT,Research Scientist,Finance,12823,12,0,1,1,2,No,Frequently,27,6,5,Yes
1308,25,Sales,Sales Executive,Life Sciences,14250,3,2,3,2,4,No,Frequently,30,2,6,No
1309,52,Finance,Human Resources,Technical Degree,5580,20,12,2,3,4,No,Travel_Rarely,14,5,1,Yes
1310,52,Finance,Laboratory Technician,Life Sciences,17000,22,10,2,2,2,No,Rarely,13,2,1,No
1311,40,Finance,Software Engineer,Life Sciences,16068,7,7,2,4,1,No,Rarely,2,7,5,No
1312,32,Finance,Software Engineer,Technical Degree,5268,6,2,3,4,4,Yes,Frequently,22,3,2,No
1313,29,Sales,Sales Executive,Technical Degree,3660,1,1,4,3,2,Yes,Frequently,21,4,1,Yes
1314,40,Sales,Software Engineer,Marketing,7135,7,5,4,4,4,Yes,Rarely,5,7,1,No
1315,52,Human Resources,Research Scientist,Medical,10870,17,8,2,1,4,No,Rarely,12,1,1,No
1316,22,Finance,Laboratory Technician,Technical Degree,2919,0,0,1,4,1,No,Travel_Rarely,4,8,6,Yes
1317,49,IT,Manager,Marketing,12132,9,5,1,1,2,No,Travel_Rarely,6,1,3,Yes
1318,37,Finance,Sales Executive,Technical Degree,3026,15,7,1,3,3,Yes,Frequently,28,8,6,Yes
1319,38,Research & Development,Sales Executive,Life Sciences,11125,12,6,2,2,1,Yes,Travel_Rarely,22,0,4,No
1320,26,Finance,Software Engineer,Technical Degree,11453,2,2,2,3,1,Yes,Rarely,7,2,4,Yes
1321,34,Human Resources,Research Scientist,Human Resources,6733,1,1,4,4,1,No,Travel_Rarely,12,7,6,Yes
1322,44,Sales,Software Engineer,Medical,3734,13,5,1,1,1,No,Frequently,1,2,4,Yes
1323,54,Finance,Manager,Marketing,6855,9,2,3,4,1,No,Travel_Rarely,3,5,5,No
1324,44,IT,Human Resources,Technical Degree,2980,15,14,4,1,1,Yes,Rarely,10,4,4,No
1325,52,Sales,Manager,Technical Degree,4383,27,13,2,4,3,No,Frequently,3,9,0,No
1326,60,Sales,Sales Executive,Finance,6580,18,11,2,1,1,Yes,Travel_Rarely,24,4,2,No
1327,23,Human Resources,Software Engineer,Technical Degree,5924,0,0,1,3,3,Yes,Frequently,18,0,1,Yes
